"","location","elevation","elev_units","coords.x1","coords.x2","optional"
"7311","1026-NW",629,"meters",-110.593414,53.58126,TRUE
"7312","1088-NW",674,"meters",-112.158195,53.382904,TRUE
"7313","1279-NW",820,"meters",-112.000008,52.260726,TRUE
"7314","1291-NW",1814,"meters",-116.653679,52.590427,TRUE
"7315","1383-NW",905,"meters",-113.641487,51.733898,TRUE
"7316","1407-NW",946,"meters",-113.706932,51.548641,TRUE
"7317","1420-NW",695,"meters",-110.062326,51.062633,TRUE
"7318","1447-NW",1951,"meters",-115.221794,51.324001,TRUE
"7319","1513-NW",1009,"meters",-113.658997,50.600318,TRUE
"7320","1577-NW",802,"meters",-111.022934,49.729866,TRUE
"7321","1593-NW",835,"meters",-111.392174,49.637825,TRUE
"7322","1623-NW",1026,"meters",-112.554527,49.380474,TRUE
"7323","1640-NW",1219,"meters",-112.653221,49.207878,TRUE
"7324","182-NW",245,"meters",-110.64372,58.5611,TRUE
"7325","183-NW",277,"meters",-110.255699,58.498306,TRUE
"7326","347-NW",358,"meters",-114.985161,57.864459,TRUE
"7327","392-NW",481,"meters",-110.14296,57.174755,TRUE
"7328","555-NW",550,"meters",-117.039635,56.762229,TRUE
"7329","619-NW",668,"meters",-116.711296,56.345371,TRUE
"7330","621-NW",613,"meters",-116.141838,56.331802,TRUE
"7331","651-NW",654,"meters",-116.832489,56.221805,TRUE
"7332","6-NW",303,"meters",-110.768616,59.842426,TRUE
"7333","722-NW",854,"meters",-114.071823,55.618637,TRUE
"7334","723-NW",932,"meters",-113.688354,55.58533,TRUE
"7335","724-NW",710,"meters",-113.352173,55.564033,TRUE
"7336","754-NW",674,"meters",-113.770721,55.403594,TRUE
"7337","826-NW",640,"meters",-111.481438,54.784748,TRUE
"7338","992-NW",653,"meters",-110.807312,53.798709,TRUE
"7339","993-NW",571,"meters",-110.54866,53.771446,TRUE
"7340","1180-NW",881,"meters",-114.158813,53.092289,TRUE
"7341","1194-NW",692,"meters",-110.093994,52.549476,TRUE
"7342","1242-NW",905,"meters",-114.230164,52.702114,TRUE
"7343","1306-NW",828,"meters",-112.350281,52.106796,TRUE
"7344","1336-NW",822,"meters",-112.057968,51.934284,TRUE
"7345","1356-NW",963,"meters",-114.136139,51.942356,TRUE
"7346","1357-NW",981,"meters",-113.804253,51.950893,TRUE
"7347","1358-NW",932,"meters",-113.583092,51.934963,TRUE
"7348","1426-NW",1418,"meters",-114.844032,51.522579,TRUE
"7349","1437-NW",735,"meters",-111.760864,51.105411,TRUE
"7350","1461-NW",720,"meters",-111.286209,50.907531,TRUE
"7351","1494-NW",986,"meters",-113.578979,50.8376,TRUE
"7352","1576-NW",850,"meters",-111.309196,49.77964,TRUE
"7353","1638-NW",1117,"meters",-113.153824,49.305336,TRUE
"7354","181-NW",210,"meters",-110.968216,58.554272,TRUE
"7355","210-NW",222,"meters",-110.99514,58.363521,TRUE
"7356","211-NW",288,"meters",-110.641006,58.377475,TRUE
"7357","212-NW",300,"meters",-110.380775,58.304599,TRUE
"7358","332-NW",541,"meters",-110.360809,57.578437,TRUE
"7359","36-NW",231,"meters",-111.286217,59.510143,TRUE
"7360","376-NW",513,"meters",-115.406548,57.746974,TRUE
"7361","391-NW",513,"meters",-110.455292,57.260524,TRUE
"7362","415-NW",550,"meters",-112.510162,57.246872,TRUE
"7363","446-NW",416,"meters",-112.259789,57.059207,TRUE
"7364","477-NW",475,"meters",-111.964401,56.868309,TRUE
"7365","555-NW",550,"meters",-117.039635,56.762229,TRUE
"7366","587-NW",580,"meters",-116.733871,56.55088,TRUE
"7367","5-NW",261,"meters",-111.13752,59.901664,TRUE
"7368","604-NW",722,"meters",-111.209465,56.039344,TRUE
"7369","653-NW",675,"meters",-116.120285,56.148235,TRUE
"7370","667-NW",670,"meters",-111.70414,55.709445,TRUE
"7371","691-NW",585,"meters",-113.99424,55.805694,TRUE
"7372","693-NW",588,"meters",-113.3946,55.743892,TRUE
"7373","6-NW",303,"meters",-110.768616,59.842426,TRUE
"7374","722-NW",854,"meters",-114.071823,55.618637,TRUE
"7375","826-NW",640,"meters",-111.481438,54.784748,TRUE
"7376","827-NW",586,"meters",-111.114609,54.737556,TRUE
"7377","993-NW",571,"meters",-110.54866,53.771446,TRUE
"7378","1226-NW",675,"meters",-110.134407,52.411136,TRUE
"7379","1255-NW",680,"meters",-110.482674,52.231151,TRUE
"7380","1256-NW",687,"meters",-110.166168,52.224517,TRUE
"7381","1264-NW",1429,"meters",-116.383934,52.716617,TRUE
"7382","1308-NW",811,"meters",-111.69577,52.060646,TRUE
"7383","1337-NW",803,"meters",-111.741264,51.880165,TRUE
"7384","1405-NW",1096,"meters",-114.218719,51.57692,TRUE
"7385","1420-NW",695,"meters",-110.062326,51.062633,TRUE
"7386","1438-NW",720,"meters",-111.487175,51.101787,TRUE
"7387","1439-NW",722,"meters",-111.178215,51.026218,TRUE
"7388","1447-NW",1951,"meters",-115.221794,51.324001,TRUE
"7389","1459-NW",705,"meters",-111.830009,50.936084,TRUE
"7390","1460-NW",694,"meters",-111.546654,50.953685,TRUE
"7391","1466-NW",1453,"meters",-115.772804,51.198032,TRUE
"7392","1470-NW",1332,"meters",-114.706436,51.13845,TRUE
"7393","1496-NW",872,"meters",-113.013054,50.746158,TRUE
"7394","154-NW",257,"meters",-110.185188,58.704395,TRUE
"7395","1559-NW",817,"meters",-111.218658,49.960525,TRUE
"7396","1560-NW",810,"meters",-111.014114,49.918876,TRUE
"7397","1597-NW",1112,"meters",-110.295204,49.466655,TRUE
"7398","1639-NW",1105,"meters",-112.923218,49.284225,TRUE
"7399","1640-NW",1219,"meters",-112.653221,49.207878,TRUE
"7400","17-NW",247,"meters",-111.143211,59.700065,TRUE
"7401","210-NW",222,"meters",-110.99514,58.363521,TRUE
"7402","319-NW",316,"meters",-114.65097,58.031906,TRUE
"7403","35-NW",228,"meters",-111.631203,59.557568,TRUE
"7404","361-NW",485,"meters",-110.357719,57.375259,TRUE
"7405","376-NW",513,"meters",-115.406548,57.746974,TRUE
"7406","5-NW",261,"meters",-111.13752,59.901664,TRUE
"7407","619-NW",668,"meters",-116.711296,56.345371,TRUE
"7408","620-NW",631,"meters",-116.406296,56.372554,TRUE
"7409","635-NW",682,"meters",-111.675308,55.89463,TRUE
"7410","636-NW",693,"meters",-111.402763,55.881408,TRUE
"7411","653-NW",675,"meters",-116.120285,56.148235,TRUE
"7412","6-NW",303,"meters",-110.768616,59.842426,TRUE
"7413","723-NW",932,"meters",-113.688354,55.58533,TRUE
"7414","753-NW",687,"meters",-114.079887,55.416236,TRUE
"7415","992-NW",653,"meters",-110.807312,53.798709,TRUE
"7416","994-NW",577,"meters",-110.260529,53.7266,TRUE
"7417","1211-NW",987,"meters",-114.499779,52.919757,TRUE
"7418","1241-NW",1005,"meters",-114.527908,52.77021,TRUE
"7419","1263-NW",1600,"meters",-116.629959,52.76136,TRUE
"7420","1293-NW",1632,"meters",-116.083382,52.514469,TRUE
"7421","1321-NW",1499,"meters",-116.364555,52.361106,TRUE
"7422","1424-NW",2059,"meters",-115.479607,51.552536,TRUE
"7423","1460-NW",694,"meters",-111.546654,50.953685,TRUE
"7424","1461-NW",720,"meters",-111.286209,50.907531,TRUE
"7425","1494-NW",986,"meters",-113.578979,50.8376,TRUE
"7426","154-NW",257,"meters",-110.185188,58.704395,TRUE
"7427","1579-NW",1087,"meters",-110.570435,49.674991,TRUE
"7428","1605-NW",889,"meters",-112.838814,49.646911,TRUE
"7429","1606-NW",945,"meters",-112.45948,49.574409,TRUE
"7430","1623-NW",1026,"meters",-112.554527,49.380474,TRUE
"7431","1638-NW",1117,"meters",-113.153824,49.305336,TRUE
"7432","182-NW",245,"meters",-110.64372,58.5611,TRUE
"7433","18-NW",290,"meters",-110.840218,59.662021,TRUE
"7434","347-NW",358,"meters",-114.985161,57.864459,TRUE
"7435","361-NW",485,"meters",-110.357719,57.375259,TRUE
"7436","376-NW",513,"meters",-115.406548,57.746974,TRUE
"7437","378-NW",431,"meters",-114.752853,57.655117,TRUE
"7438","391-NW",513,"meters",-110.455292,57.260524,TRUE
"7439","445-NW",504,"meters",-112.584282,57.102642,TRUE
"7440","476-NW",474,"meters",-112.319595,56.894363,TRUE
"7441","481-NW",469,"meters",-110.673233,56.698806,TRUE
"7442","603-NW",697,"meters",-111.547501,56.078948,TRUE
"7443","604-NW",722,"meters",-111.209465,56.039344,TRUE
"7444","621-NW",613,"meters",-116.141838,56.331802,TRUE
"7445","635-NW",682,"meters",-111.675308,55.89463,TRUE
"7446","651-NW",654,"meters",-116.832489,56.221805,TRUE
"7447","666-NW",681,"meters",-112.066238,55.765548,TRUE
"7448","667-NW",670,"meters",-111.70414,55.709445,TRUE
"7449","722-NW",854,"meters",-114.071823,55.618637,TRUE
"7450","753-NW",687,"meters",-114.079887,55.416236,TRUE
"7451","826-NW",640,"meters",-111.481438,54.784748,TRUE
"7452","858-NW",621,"meters",-111.48675,54.61285,TRUE
"7453","860-NW",583,"meters",-110.877342,54.539394,TRUE
"7454","1026-NW",629,"meters",-110.593414,53.58126,TRUE
"7455","1061-NW",666,"meters",-110.372124,53.320686,TRUE
"7456","1179-NW",829,"meters",-114.470749,53.097267,TRUE
"7457","1180-NW",881,"meters",-114.158813,53.092289,TRUE
"7458","1211-NW",987,"meters",-114.499779,52.919757,TRUE
"7459","1226-NW",675,"meters",-110.134407,52.411136,TRUE
"7460","1241-NW",1005,"meters",-114.527908,52.77021,TRUE
"7461","1265-NW",1196,"meters",-116.084496,52.709812,TRUE
"7462","1280-NW",782,"meters",-111.68856,52.20568,TRUE
"7463","1291-NW",1814,"meters",-116.653679,52.590427,TRUE
"7464","1292-NW",1559,"meters",-116.379936,52.525878,TRUE
"7465","1336-NW",822,"meters",-112.057968,51.934284,TRUE
"7466","1382-NW",957,"meters",-113.919395,51.740936,TRUE
"7467","1439-NW",722,"meters",-111.178215,51.026218,TRUE
"7468","1447-NW",1951,"meters",-115.221794,51.324001,TRUE
"7469","1467-NW",1524,"meters",-115.465797,51.19226,TRUE
"7470","1480-NW",739,"meters",-111.83046,50.764926,TRUE
"7471","1578-NW",983,"meters",-110.767006,49.69857,TRUE
"7472","1579-NW",1087,"meters",-110.570435,49.674991,TRUE
"7473","1647-NW",1927,"meters",-114.281158,49.219768,TRUE
"7474","181-NW",210,"meters",-110.968216,58.554272,TRUE
"7475","211-NW",288,"meters",-110.641006,58.377475,TRUE
"7476","317-NW",309,"meters",-115.236893,58.089836,TRUE
"7477","391-NW",513,"meters",-110.455292,57.260524,TRUE
"7478","475-NW",501,"meters",-112.631226,56.959236,TRUE
"7479","555-NW",550,"meters",-117.039635,56.762229,TRUE
"7480","588-NW",630,"meters",-116.374451,56.568489,TRUE
"7481","604-NW",722,"meters",-111.209465,56.039344,TRUE
"7482","636-NW",693,"meters",-111.402763,55.881408,TRUE
"7483","653-NW",675,"meters",-116.120285,56.148235,TRUE
"7484","667-NW",670,"meters",-111.70414,55.709445,TRUE
"7485","6-NW",303,"meters",-110.768616,59.842426,TRUE
"7486","722-NW",854,"meters",-114.071823,55.618637,TRUE
"7487","724-NW",710,"meters",-113.352173,55.564033,TRUE
"7488","992-NW",653,"meters",-110.807312,53.798709,TRUE
"7489","1027-NW",645,"meters",-110.263603,53.544391,TRUE
"7490","1120-NW",681,"meters",-112.539665,53.278839,TRUE
"7491","1212-NW",950,"meters",-114.195892,52.890835,TRUE
"7492","1226-NW",675,"meters",-110.134407,52.411136,TRUE
"7493","1263-NW",1600,"meters",-116.629959,52.76136,TRUE
"7494","1264-NW",1429,"meters",-116.383934,52.716617,TRUE
"7495","1279-NW",820,"meters",-112.000008,52.260726,TRUE
"7496","1280-NW",782,"meters",-111.68856,52.20568,TRUE
"7497","1292-NW",1559,"meters",-116.379936,52.525878,TRUE
"7498","1306-NW",828,"meters",-112.350281,52.106796,TRUE
"7499","1308-NW",811,"meters",-111.69577,52.060646,TRUE
"7500","1381-NW",1020,"meters",-114.146881,51.787006,TRUE
"7501","1406-NW",1010,"meters",-114.0187,51.565753,TRUE
"7502","1424-NW",2059,"meters",-115.479607,51.552536,TRUE
"7503","1437-NW",735,"meters",-111.760864,51.105411,TRUE
"7504","1439-NW",722,"meters",-111.178215,51.026218,TRUE
"7505","1448-NW",1371,"meters",-114.874992,51.301685,TRUE
"7506","1466-NW",1453,"meters",-115.772804,51.198032,TRUE
"7507","1481-NW",708,"meters",-111.609749,50.746772,TRUE
"7508","1515-NW",1022,"meters",-113.11792,50.550643,TRUE
"7509","1576-NW",850,"meters",-111.309196,49.77964,TRUE
"7510","1577-NW",802,"meters",-111.022934,49.729866,TRUE
"7511","1647-NW",1927,"meters",-114.281158,49.219768,TRUE
"7512","17-NW",247,"meters",-111.143211,59.700065,TRUE
"7513","182-NW",245,"meters",-110.64372,58.5611,TRUE
"7514","212-NW",300,"meters",-110.380775,58.304599,TRUE
"7515","35-NW",228,"meters",-111.631203,59.557568,TRUE
"7516","376-NW",513,"meters",-115.406548,57.746974,TRUE
"7517","377-NW",376,"meters",-115.019257,57.717964,TRUE
"7518","378-NW",431,"meters",-114.752853,57.655117,TRUE
"7519","417-NW",325,"meters",-111.831306,57.194435,TRUE
"7520","446-NW",416,"meters",-112.259789,57.059207,TRUE
"7521","447-NW",384,"meters",-111.88485,57.008949,TRUE
"7522","476-NW",474,"meters",-112.319595,56.894363,TRUE
"7523","588-NW",630,"meters",-116.374451,56.568489,TRUE
"7524","5-NW",261,"meters",-111.13752,59.901664,TRUE
"7525","604-NW",722,"meters",-111.209465,56.039344,TRUE
"7526","635-NW",682,"meters",-111.675308,55.89463,TRUE
"7527","651-NW",654,"meters",-116.832489,56.221805,TRUE
"7528","693-NW",588,"meters",-113.3946,55.743892,TRUE
"7529","722-NW",854,"meters",-114.071823,55.618637,TRUE
"7530","723-NW",932,"meters",-113.688354,55.58533,TRUE
"7531","755-NW",665,"meters",-113.453072,55.346961,TRUE
"7532","1026-NW",629,"meters",-110.593414,53.58126,TRUE
"7533","1027-NW",645,"meters",-110.263603,53.544391,TRUE
"7534","1120-NW",681,"meters",-112.539665,53.278839,TRUE
"7535","1151-NW",746,"meters",-112.907288,53.13713,TRUE
"7536","1152-NW",730,"meters",-112.614395,53.081832,TRUE
"7537","1153-NW",709,"meters",-112.365883,53.044696,TRUE
"7538","1210-NW",885,"meters",-114.774429,52.939247,TRUE
"7539","1263-NW",1600,"meters",-116.629959,52.76136,TRUE
"7540","1291-NW",1814,"meters",-116.653679,52.590427,TRUE
"7541","1306-NW",828,"meters",-112.350281,52.106796,TRUE
"7542","1321-NW",1499,"meters",-116.364555,52.361106,TRUE
"7543","1358-NW",932,"meters",-113.583092,51.934963,TRUE
"7544","1382-NW",957,"meters",-113.919395,51.740936,TRUE
"7545","1438-NW",720,"meters",-111.487175,51.101787,TRUE
"7546","1466-NW",1453,"meters",-115.772804,51.198032,TRUE
"7547","1467-NW",1524,"meters",-115.465797,51.19226,TRUE
"7548","1480-NW",739,"meters",-111.83046,50.764926,TRUE
"7549","1482-NW",780,"meters",-111.315002,50.731811,TRUE
"7550","1578-NW",983,"meters",-110.767006,49.69857,TRUE
"7551","1597-NW",1112,"meters",-110.295204,49.466655,TRUE
"7552","1604-NW",977,"meters",-113.042488,49.642696,TRUE
"7553","1606-NW",945,"meters",-112.45948,49.574409,TRUE
"7554","1622-NW",973,"meters",-112.854454,49.471233,TRUE
"7555","1647-NW",1927,"meters",-114.281158,49.219768,TRUE
"7556","317-NW",309,"meters",-115.236893,58.089836,TRUE
"7557","319-NW",316,"meters",-114.65097,58.031906,TRUE
"7558","347-NW",358,"meters",-114.985161,57.864459,TRUE
"7559","35-NW",228,"meters",-111.631203,59.557568,TRUE
"7560","361-NW",485,"meters",-110.357719,57.375259,TRUE
"7561","415-NW",550,"meters",-112.510162,57.246872,TRUE
"7562","417-NW",325,"meters",-111.831306,57.194435,TRUE
"7563","476-NW",474,"meters",-112.319595,56.894363,TRUE
"7564","4-NW",234,"meters",-111.43428,59.919475,TRUE
"7565","589-NW",582,"meters",-116.039406,56.490123,TRUE
"7566","621-NW",613,"meters",-116.141838,56.331802,TRUE
"7567","651-NW",654,"meters",-116.832489,56.221805,TRUE
"7568","652-NW",692,"meters",-116.444389,56.165103,TRUE
"7569","826-NW",640,"meters",-111.481438,54.784748,TRUE
"7570","858-NW",621,"meters",-111.48675,54.61285,TRUE
"7571","993-NW",571,"meters",-110.54866,53.771446,TRUE
"7572","1027-NW",645,"meters",-110.263603,53.544391,TRUE
"7573","1061-NW",666,"meters",-110.372124,53.320686,TRUE
"7574","1121-NW",685,"meters",-112.265266,53.216674,TRUE
"7575","1193-NW",635,"meters",-110.348671,52.620422,TRUE
"7576","1211-NW",987,"meters",-114.499779,52.919757,TRUE
"7577","1225-NW",667,"meters",-110.432747,52.414051,TRUE
"7578","1241-NW",1005,"meters",-114.527908,52.77021,TRUE
"7579","1278-NW",813,"meters",-112.278847,52.287441,TRUE
"7580","1322-NW",1626,"meters",-116.184082,52.360622,TRUE
"7581","1425-NW",1653,"meters",-115.188652,51.51881,TRUE
"7582","1480-NW",739,"meters",-111.83046,50.764926,TRUE
"7583","1496-NW",872,"meters",-113.013054,50.746158,TRUE
"7584","1513-NW",1009,"meters",-113.658997,50.600318,TRUE
"7585","1514-NW",985,"meters",-113.393295,50.614959,TRUE
"7586","1515-NW",1022,"meters",-113.11792,50.550643,TRUE
"7587","1576-NW",850,"meters",-111.309196,49.77964,TRUE
"7588","1577-NW",802,"meters",-111.022934,49.729866,TRUE
"7589","181-NW",210,"meters",-110.968216,58.554272,TRUE
"7590","210-NW",222,"meters",-110.99514,58.363521,TRUE
"7591","332-NW",541,"meters",-110.360809,57.578437,TRUE
"7592","35-NW",228,"meters",-111.631203,59.557568,TRUE
"7593","361-NW",485,"meters",-110.357719,57.375259,TRUE
"7594","378-NW",431,"meters",-114.752853,57.655117,TRUE
"7595","37-NW",257,"meters",-110.956512,59.48228,TRUE
"7596","445-NW",504,"meters",-112.584282,57.102642,TRUE
"7597","477-NW",475,"meters",-111.964401,56.868309,TRUE
"7598","604-NW",722,"meters",-111.209465,56.039344,TRUE
"7599","652-NW",692,"meters",-116.444389,56.165103,TRUE
"7600","653-NW",675,"meters",-116.120285,56.148235,TRUE
"7601","666-NW",681,"meters",-112.066238,55.765548,TRUE
"7602","693-NW",588,"meters",-113.3946,55.743892,TRUE
"7603","753-NW",687,"meters",-114.079887,55.416236,TRUE
"7604","1027-NW",645,"meters",-110.263603,53.544391,TRUE
"7605","1086-NW",750,"meters",-112.846855,53.474742,TRUE
"7606","1088-NW",674,"meters",-112.158195,53.382904,TRUE
"7607","1120-NW",681,"meters",-112.539665,53.278839,TRUE
"7608","1121-NW",685,"meters",-112.265266,53.216674,TRUE
"7609","1153-NW",709,"meters",-112.365883,53.044696,TRUE
"7610","1178-NW",870,"meters",-114.714417,53.104702,TRUE
"7611","1193-NW",635,"meters",-110.348671,52.620422,TRUE
"7612","1210-NW",885,"meters",-114.774429,52.939247,TRUE
"7613","1225-NW",667,"meters",-110.432747,52.414051,TRUE
"7614","1307-NW",830,"meters",-112.009926,52.087726,TRUE
"7615","1321-NW",1499,"meters",-116.364555,52.361106,TRUE
"7616","1356-NW",963,"meters",-114.136139,51.942356,TRUE
"7617","1405-NW",1096,"meters",-114.218719,51.57692,TRUE
"7618","1407-NW",946,"meters",-113.706932,51.548641,TRUE
"7619","1439-NW",722,"meters",-111.178215,51.026218,TRUE
"7620","1448-NW",1371,"meters",-114.874992,51.301685,TRUE
"7621","1495-NW",961,"meters",-113.321014,50.758201,TRUE
"7622","1546-NW",2172,"meters",-114.818291,50.40345,TRUE
"7623","1593-NW",835,"meters",-111.392174,49.637825,TRUE
"7624","1605-NW",889,"meters",-112.838814,49.646911,TRUE
"7625","1622-NW",973,"meters",-112.854454,49.471233,TRUE
"7626","16-NW",226,"meters",-111.459206,59.737674,TRUE
"7627","17-NW",247,"meters",-111.143211,59.700065,TRUE
"7628","347-NW",358,"meters",-114.985161,57.864459,TRUE
"7629","348-NW",369,"meters",-114.615318,57.822563,TRUE
"7630","376-NW",513,"meters",-115.406548,57.746974,TRUE
"7631","377-NW",376,"meters",-115.019257,57.717964,TRUE
"7632","37-NW",257,"meters",-110.956512,59.48228,TRUE
"7633","392-NW",481,"meters",-110.14296,57.174755,TRUE
"7634","4-NW",234,"meters",-111.43428,59.919475,TRUE
"7635","621-NW",613,"meters",-116.141838,56.331802,TRUE
"7636","653-NW",675,"meters",-116.120285,56.148235,TRUE
"7637","692-NW",588,"meters",-113.67171,55.78749,TRUE
"7638","755-NW",665,"meters",-113.453072,55.346961,TRUE
"7639","827-NW",586,"meters",-111.114609,54.737556,TRUE
"7640","828-NW",633,"meters",-110.820778,54.705142,TRUE
"7641","858-NW",621,"meters",-111.48675,54.61285,TRUE
"7642","859-NW",585,"meters",-111.148102,54.523681,TRUE
"7643","860-NW",583,"meters",-110.877342,54.539394,TRUE
"7644","994-NW",577,"meters",-110.260529,53.7266,TRUE
"7645","1152-NW",730,"meters",-112.614395,53.081832,TRUE
"7646","1211-NW",987,"meters",-114.499779,52.919757,TRUE
"7647","1225-NW",667,"meters",-110.432747,52.414051,TRUE
"7648","1255-NW",680,"meters",-110.482674,52.231151,TRUE
"7649","1256-NW",687,"meters",-110.166168,52.224517,TRUE
"7650","1279-NW",820,"meters",-112.000008,52.260726,TRUE
"7651","1291-NW",1814,"meters",-116.653679,52.590427,TRUE
"7652","1293-NW",1632,"meters",-116.083382,52.514469,TRUE
"7653","1308-NW",811,"meters",-111.69577,52.060646,TRUE
"7654","1321-NW",1499,"meters",-116.364555,52.361106,TRUE
"7655","1358-NW",932,"meters",-113.583092,51.934963,TRUE
"7656","1406-NW",1010,"meters",-114.0187,51.565753,TRUE
"7657","1424-NW",2059,"meters",-115.479607,51.552536,TRUE
"7658","1426-NW",1418,"meters",-114.844032,51.522579,TRUE
"7659","1447-NW",1951,"meters",-115.221794,51.324001,TRUE
"7660","1495-NW",961,"meters",-113.321014,50.758201,TRUE
"7661","1532-NW",1021,"meters",-113.659668,50.450141,TRUE
"7662","154-NW",257,"meters",-110.185188,58.704395,TRUE
"7663","1576-NW",850,"meters",-111.309196,49.77964,TRUE
"7664","1594-NW",839,"meters",-111.181854,49.604824,TRUE
"7665","1604-NW",977,"meters",-113.042488,49.642696,TRUE
"7666","183-NW",277,"meters",-110.255699,58.498306,TRUE
"7667","317-NW",309,"meters",-115.236893,58.089836,TRUE
"7668","318-NW",308,"meters",-114.909676,58.072975,TRUE
"7669","347-NW",358,"meters",-114.985161,57.864459,TRUE
"7670","348-NW",369,"meters",-114.615318,57.822563,TRUE
"7671","446-NW",416,"meters",-112.259789,57.059207,TRUE
"7672","5-NW",261,"meters",-111.13752,59.901664,TRUE
"7673","604-NW",722,"meters",-111.209465,56.039344,TRUE
"7674","620-NW",631,"meters",-116.406296,56.372554,TRUE
"7675","634-NW",691,"meters",-112.013794,55.959297,TRUE
"7676","635-NW",682,"meters",-111.675308,55.89463,TRUE
"7677","651-NW",654,"meters",-116.832489,56.221805,TRUE
"7678","653-NW",675,"meters",-116.120285,56.148235,TRUE
"7679","667-NW",670,"meters",-111.70414,55.709445,TRUE
"7680","724-NW",710,"meters",-113.352173,55.564033,TRUE
"7681","754-NW",674,"meters",-113.770721,55.403594,TRUE
"7682","826-NW",640,"meters",-111.481438,54.784748,TRUE
"7683","827-NW",586,"meters",-111.114609,54.737556,TRUE
"7684","1151-NW",746,"meters",-112.907288,53.13713,TRUE
"7685","1178-NW",870,"meters",-114.714417,53.104702,TRUE
"7686","1211-NW",987,"meters",-114.499779,52.919757,TRUE
"7687","1212-NW",950,"meters",-114.195892,52.890835,TRUE
"7688","1241-NW",1005,"meters",-114.527908,52.77021,TRUE
"7689","1291-NW",1814,"meters",-116.653679,52.590427,TRUE
"7690","1337-NW",803,"meters",-111.741264,51.880165,TRUE
"7691","1405-NW",1096,"meters",-114.218719,51.57692,TRUE
"7692","1407-NW",946,"meters",-113.706932,51.548641,TRUE
"7693","1425-NW",1653,"meters",-115.188652,51.51881,TRUE
"7694","1439-NW",722,"meters",-111.178215,51.026218,TRUE
"7695","1461-NW",720,"meters",-111.286209,50.907531,TRUE
"7696","1466-NW",1453,"meters",-115.772804,51.198032,TRUE
"7697","1496-NW",872,"meters",-113.013054,50.746158,TRUE
"7698","1513-NW",1009,"meters",-113.658997,50.600318,TRUE
"7699","1559-NW",817,"meters",-111.218658,49.960525,TRUE
"7700","1576-NW",850,"meters",-111.309196,49.77964,TRUE
"7701","1597-NW",1112,"meters",-110.295204,49.466655,TRUE
"7702","1605-NW",889,"meters",-112.838814,49.646911,TRUE
"7703","1606-NW",945,"meters",-112.45948,49.574409,TRUE
"7704","1640-NW",1219,"meters",-112.653221,49.207878,TRUE
"7705","18-NW",290,"meters",-110.840218,59.662021,TRUE
"7706","212-NW",300,"meters",-110.380775,58.304599,TRUE
"7707","362-NW",504,"meters",-110.07328,57.377433,TRUE
"7708","415-NW",550,"meters",-112.510162,57.246872,TRUE
"7709","417-NW",325,"meters",-111.831306,57.194435,TRUE
"7710","446-NW",416,"meters",-112.259789,57.059207,TRUE
"7711","476-NW",474,"meters",-112.319595,56.894363,TRUE
"7712","5-NW",261,"meters",-111.13752,59.901664,TRUE
"7713","603-NW",697,"meters",-111.547501,56.078948,TRUE
"7714","619-NW",668,"meters",-116.711296,56.345371,TRUE
"7715","620-NW",631,"meters",-116.406296,56.372554,TRUE
"7716","651-NW",654,"meters",-116.832489,56.221805,TRUE
"7717","693-NW",588,"meters",-113.3946,55.743892,TRUE
"7718","723-NW",932,"meters",-113.688354,55.58533,TRUE
"7719","826-NW",640,"meters",-111.481438,54.784748,TRUE
"7720","827-NW",586,"meters",-111.114609,54.737556,TRUE
"7721","993-NW",571,"meters",-110.54866,53.771446,TRUE
"7722","1025-NW",619,"meters",-110.883202,53.581031,TRUE
"7723","1060-NW",610,"meters",-110.70417,53.388893,TRUE
"7724","1152-NW",730,"meters",-112.614395,53.081832,TRUE
"7725","1178-NW",870,"meters",-114.714417,53.104702,TRUE
"7726","1193-NW",635,"meters",-110.348671,52.620422,TRUE
"7727","1225-NW",667,"meters",-110.432747,52.414051,TRUE
"7728","1255-NW",680,"meters",-110.482674,52.231151,TRUE
"7729","1278-NW",813,"meters",-112.278847,52.287441,TRUE
"7730","1292-NW",1559,"meters",-116.379936,52.525878,TRUE
"7731","1321-NW",1499,"meters",-116.364555,52.361106,TRUE
"7732","1357-NW",981,"meters",-113.804253,51.950893,TRUE
"7733","1425-NW",1653,"meters",-115.188652,51.51881,TRUE
"7734","1447-NW",1951,"meters",-115.221794,51.324001,TRUE
"7735","1470-NW",1332,"meters",-114.706436,51.13845,TRUE
"7736","1559-NW",817,"meters",-111.218658,49.960525,TRUE
"7737","1577-NW",802,"meters",-111.022934,49.729866,TRUE
"7738","1593-NW",835,"meters",-111.392174,49.637825,TRUE
"7739","362-NW",504,"meters",-110.07328,57.377433,TRUE
"7740","36-NW",231,"meters",-111.286217,59.510143,TRUE
"7741","392-NW",481,"meters",-110.14296,57.174755,TRUE
"7742","417-NW",325,"meters",-111.831306,57.194435,TRUE
"7743","447-NW",384,"meters",-111.88485,57.008949,TRUE
"7744","476-NW",474,"meters",-112.319595,56.894363,TRUE
"7745","555-NW",550,"meters",-117.039635,56.762229,TRUE
"7746","635-NW",682,"meters",-111.675308,55.89463,TRUE
"7747","636-NW",693,"meters",-111.402763,55.881408,TRUE
"7748","693-NW",588,"meters",-113.3946,55.743892,TRUE
"7749","755-NW",665,"meters",-113.453072,55.346961,TRUE
"7750","826-NW",640,"meters",-111.481438,54.784748,TRUE
