"","location","elevation","elev_units","coords.x1","coords.x2","optional"
"1","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"2","1056-NW",656,"meters",-111.814735,53.557827,TRUE
"3","14-NW",251,"meters",-112.230896,59.796966,TRUE
"4","15-NW",215,"meters",-111.907753,59.783935,TRUE
"5","234-NW",245,"meters",-113.046516,58.418022,TRUE
"6","265-NW",361,"meters",-112.842941,58.207672,TRUE
"7","266-NW",389,"meters",-112.512741,58.205688,TRUE
"8","2-NW",193,"meters",-112.202679,59.970813,TRUE
"9","330-NW",300,"meters",-110.962219,57.668617,TRUE
"10","358-NW",296,"meters",-111.375656,57.497894,TRUE
"11","360-NW",413,"meters",-110.709099,57.468082,TRUE
"12","412-NW",789,"meters",-113.492157,57.38126,TRUE
"13","414-NW",737,"meters",-112.846794,57.294983,TRUE
"14","444-NW",537,"meters",-112.87368,57.164497,TRUE
"15","472-NW",604,"meters",-113.571747,56.993167,TRUE
"16","574-NW",582,"meters",-110.90043,56.174919,TRUE
"17","576-NW",468,"meters",-110.32367,56.107593,TRUE
"18","989-NW",589,"meters",-111.749352,53.857868,TRUE
"19","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"20","14-NW",251,"meters",-112.230896,59.796966,TRUE
"21","1-NW",330,"meters",-110.282402,59.943126,TRUE
"22","234-NW",245,"meters",-113.046516,58.418022,TRUE
"23","265-NW",361,"meters",-112.842941,58.207672,TRUE
"24","294-NW",473,"meters",-113.233276,58.088268,TRUE
"25","296-NW",701,"meters",-112.561646,57.981269,TRUE
"26","2-NW",193,"meters",-112.202679,59.970813,TRUE
"27","32-NW",275,"meters",-112.604416,59.677497,TRUE
"28","34-NW",239,"meters",-111.939857,59.565719,TRUE
"29","389-NW",367,"meters",-111.113747,57.299912,TRUE
"30","390-NW",577,"meters",-110.721565,57.268985,TRUE
"31","3-NW",214,"meters",-111.849083,59.94268,TRUE
"32","412-NW",789,"meters",-113.492157,57.38126,TRUE
"33","443-NW",636,"meters",-113.191315,57.134647,TRUE
"34","474-NW",519,"meters",-112.872215,56.952861,TRUE
"35","514-NW",501,"meters",-110.065025,56.463573,TRUE
"36","544-NW",469,"meters",-110.536407,56.315376,TRUE
"37","794-NW",762,"meters",-111.336494,54.970066,TRUE
"38","825-NW",641,"meters",-111.665276,54.811954,TRUE
"39","989-NW",589,"meters",-111.749352,53.857868,TRUE
"40","990-NW",640,"meters",-111.464218,53.872203,TRUE
"41","13-NW",259,"meters",-112.579437,59.869964,TRUE
"42","1-NW",330,"meters",-110.282402,59.943126,TRUE
"43","234-NW",245,"meters",-113.046516,58.418022,TRUE
"44","236-NW",220,"meters",-112.436066,58.374332,TRUE
"45","296-NW",701,"meters",-112.561646,57.981269,TRUE
"46","2-NW",193,"meters",-112.202679,59.970813,TRUE
"47","32-NW",275,"meters",-112.604416,59.677497,TRUE
"48","33-NW",285,"meters",-112.275978,59.646675,TRUE
"49","388-NW",310,"meters",-111.48172,57.341125,TRUE
"50","3-NW",214,"meters",-111.849083,59.94268,TRUE
"51","412-NW",789,"meters",-113.492157,57.38126,TRUE
"52","414-NW",737,"meters",-112.846794,57.294983,TRUE
"53","443-NW",636,"meters",-113.191315,57.134647,TRUE
"54","574-NW",582,"meters",-110.90043,56.174919,TRUE
"55","576-NW",468,"meters",-110.32367,56.107593,TRUE
"56","791-NW",575,"meters",-112.233109,55.034576,TRUE
"57","792-NW",580,"meters",-112.013039,55.026519,TRUE
"58","793-NW",578,"meters",-111.73012,54.976463,TRUE
"59","990-NW",640,"meters",-111.464218,53.872203,TRUE
"60","991-NW",613,"meters",-111.167091,53.823879,TRUE
"61","599-NW",566,"meters",-112.856621,56.223064,TRUE
"62","1022-NW",611,"meters",-111.788589,53.676139,TRUE
"63","1023-NW",657,"meters",-111.449608,53.671288,TRUE
"64","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"65","1056-NW",656,"meters",-111.814735,53.557827,TRUE
"66","1057-NW",673,"meters",-111.518913,53.477196,TRUE
"67","13-NW",259,"meters",-112.579437,59.869964,TRUE
"68","14-NW",251,"meters",-112.230896,59.796966,TRUE
"69","15-NW",215,"meters",-111.907753,59.783935,TRUE
"70","1-NW",330,"meters",-110.282402,59.943126,TRUE
"71","266-NW",389,"meters",-112.512741,58.205688,TRUE
"72","294-NW",473,"meters",-113.233276,58.088268,TRUE
"73","330-NW",300,"meters",-110.962219,57.668617,TRUE
"74","331-NW",362,"meters",-110.613266,57.633213,TRUE
"75","34-NW",239,"meters",-111.939857,59.565719,TRUE
"76","389-NW",367,"meters",-111.113747,57.299912,TRUE
"77","412-NW",789,"meters",-113.492157,57.38126,TRUE
"78","414-NW",737,"meters",-112.846794,57.294983,TRUE
"79","443-NW",636,"meters",-113.191315,57.134647,TRUE
"80","574-NW",582,"meters",-110.90043,56.174919,TRUE
"81","576-NW",468,"meters",-110.32367,56.107593,TRUE
"82","663-NW",559,"meters",-113.027748,55.847248,TRUE
"83","793-NW",578,"meters",-111.73012,54.976463,TRUE
"84","857-NW",595,"meters",-111.759758,54.640964,TRUE
"85","1023-NW",657,"meters",-111.449608,53.671288,TRUE
"86","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"87","13-NW",259,"meters",-112.579437,59.869964,TRUE
"88","1-NW",330,"meters",-110.282402,59.943126,TRUE
"89","265-NW",361,"meters",-112.842941,58.207672,TRUE
"90","295-NW",648,"meters",-112.838333,58.05516,TRUE
"91","296-NW",701,"meters",-112.561646,57.981269,TRUE
"92","331-NW",362,"meters",-110.613266,57.633213,TRUE
"93","359-NW",328,"meters",-111.054222,57.454883,TRUE
"94","388-NW",310,"meters",-111.48172,57.341125,TRUE
"95","412-NW",789,"meters",-113.492157,57.38126,TRUE
"96","443-NW",636,"meters",-113.191315,57.134647,TRUE
"97","472-NW",604,"meters",-113.571747,56.993167,TRUE
"98","474-NW",519,"meters",-112.872215,56.952861,TRUE
"99","545-NW",483,"meters",-110.207954,56.264293,TRUE
"100","575-NW",447,"meters",-110.594681,56.109256,TRUE
"101","791-NW",575,"meters",-112.233109,55.034576,TRUE
"102","823-NW",572,"meters",-112.384628,54.883815,TRUE
"103","855-NW",594,"meters",-112.363113,54.682022,TRUE
"104","266-NW",389,"meters",-112.512741,58.205688,TRUE
"105","294-NW",473,"meters",-113.233276,58.088268,TRUE
"106","2-NW",193,"meters",-112.202679,59.970813,TRUE
"107","329-NW",266,"meters",-111.269035,57.668869,TRUE
"108","33-NW",285,"meters",-112.275978,59.646675,TRUE
"109","359-NW",328,"meters",-111.054222,57.454883,TRUE
"110","390-NW",577,"meters",-110.721565,57.268985,TRUE
"111","444-NW",537,"meters",-112.87368,57.164497,TRUE
"112","543-NW",455,"meters",-110.807022,56.367294,TRUE
"113","576-NW",468,"meters",-110.32367,56.107593,TRUE
"114","601-NW",553,"meters",-112.27784,56.145565,TRUE
"115","633-NW",575,"meters",-112.23922,55.970794,TRUE
"116","792-NW",580,"meters",-112.013039,55.026519,TRUE
"117","793-NW",578,"meters",-111.73012,54.976463,TRUE
"118","856-NW",580,"meters",-112.058853,54.65763,TRUE
"119","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"120","1057-NW",673,"meters",-111.518913,53.477196,TRUE
"121","1-NW",330,"meters",-110.282402,59.943126,TRUE
"122","234-NW",245,"meters",-113.046516,58.418022,TRUE
"123","295-NW",648,"meters",-112.838333,58.05516,TRUE
"124","296-NW",701,"meters",-112.561646,57.981269,TRUE
"125","2-NW",193,"meters",-112.202679,59.970813,TRUE
"126","330-NW",300,"meters",-110.962219,57.668617,TRUE
"127","331-NW",362,"meters",-110.613266,57.633213,TRUE
"128","359-NW",328,"meters",-111.054222,57.454883,TRUE
"129","388-NW",310,"meters",-111.48172,57.341125,TRUE
"130","3-NW",214,"meters",-111.849083,59.94268,TRUE
"131","412-NW",789,"meters",-113.492157,57.38126,TRUE
"132","442-NW",766,"meters",-113.577225,57.201564,TRUE
"133","443-NW",636,"meters",-113.191315,57.134647,TRUE
"134","444-NW",537,"meters",-112.87368,57.164497,TRUE
"135","472-NW",604,"meters",-113.571747,56.993167,TRUE
"136","576-NW",468,"meters",-110.32367,56.107593,TRUE
"137","792-NW",580,"meters",-112.013039,55.026519,TRUE
"138","823-NW",572,"meters",-112.384628,54.883815,TRUE
"139","856-NW",580,"meters",-112.058853,54.65763,TRUE
"140","990-NW",640,"meters",-111.464218,53.872203,TRUE
"141","991-NW",613,"meters",-111.167091,53.823879,TRUE
"142","1022-NW",611,"meters",-111.788589,53.676139,TRUE
"143","15-NW",215,"meters",-111.907753,59.783935,TRUE
"144","234-NW",245,"meters",-113.046516,58.418022,TRUE
"145","329-NW",266,"meters",-111.269035,57.668869,TRUE
"146","330-NW",300,"meters",-110.962219,57.668617,TRUE
"147","359-NW",328,"meters",-111.054222,57.454883,TRUE
"148","389-NW",367,"meters",-111.113747,57.299912,TRUE
"149","442-NW",766,"meters",-113.577225,57.201564,TRUE
"150","514-NW",501,"meters",-110.065025,56.463573,TRUE
"151","544-NW",469,"meters",-110.536407,56.315376,TRUE
"152","600-NW",479,"meters",-112.548492,56.176391,TRUE
"153","632-NW",502,"meters",-112.605103,55.979862,TRUE
"154","792-NW",580,"meters",-112.013039,55.026519,TRUE
"155","793-NW",578,"meters",-111.73012,54.976463,TRUE
"156","823-NW",572,"meters",-112.384628,54.883815,TRUE
"157","989-NW",589,"meters",-111.749352,53.857868,TRUE
"158","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"159","235-NW",222,"meters",-112.75727,58.367568,TRUE
"160","236-NW",220,"meters",-112.436066,58.374332,TRUE
"161","296-NW",701,"meters",-112.561646,57.981269,TRUE
"162","32-NW",275,"meters",-112.604416,59.677497,TRUE
"163","331-NW",362,"meters",-110.613266,57.633213,TRUE
"164","33-NW",285,"meters",-112.275978,59.646675,TRUE
"165","358-NW",296,"meters",-111.375656,57.497894,TRUE
"166","442-NW",766,"meters",-113.577225,57.201564,TRUE
"167","443-NW",636,"meters",-113.191315,57.134647,TRUE
"168","512-NW",455,"meters",-110.742599,56.56314,TRUE
"169","633-NW",575,"meters",-112.23922,55.970794,TRUE
"170","663-NW",559,"meters",-113.027748,55.847248,TRUE
"171","664-NW",532,"meters",-112.605179,55.852993,TRUE
"172","792-NW",580,"meters",-112.013039,55.026519,TRUE
"173","857-NW",595,"meters",-111.759758,54.640964,TRUE
"174","991-NW",613,"meters",-111.167091,53.823879,TRUE
"175","13-NW",259,"meters",-112.579437,59.869964,TRUE
"176","1-NW",330,"meters",-110.282402,59.943126,TRUE
"177","265-NW",361,"meters",-112.842941,58.207672,TRUE
"178","294-NW",473,"meters",-113.233276,58.088268,TRUE
"179","32-NW",275,"meters",-112.604416,59.677497,TRUE
"180","330-NW",300,"meters",-110.962219,57.668617,TRUE
"181","33-NW",285,"meters",-112.275978,59.646675,TRUE
"182","444-NW",537,"meters",-112.87368,57.164497,TRUE
"183","514-NW",501,"meters",-110.065025,56.463573,TRUE
"184","574-NW",582,"meters",-110.90043,56.174919,TRUE
"185","576-NW",468,"meters",-110.32367,56.107593,TRUE
"186","600-NW",479,"meters",-112.548492,56.176391,TRUE
"187","794-NW",762,"meters",-111.336494,54.970066,TRUE
"188","856-NW",580,"meters",-112.058853,54.65763,TRUE
"189","990-NW",640,"meters",-111.464218,53.872203,TRUE
"190","1022-NW",611,"meters",-111.788589,53.676139,TRUE
"191","13-NW",259,"meters",-112.579437,59.869964,TRUE
"192","234-NW",245,"meters",-113.046516,58.418022,TRUE
"193","294-NW",473,"meters",-113.233276,58.088268,TRUE
"194","296-NW",701,"meters",-112.561646,57.981269,TRUE
"195","330-NW",300,"meters",-110.962219,57.668617,TRUE
"196","34-NW",239,"meters",-111.939857,59.565719,TRUE
"197","359-NW",328,"meters",-111.054222,57.454883,TRUE
"198","360-NW",413,"meters",-110.709099,57.468082,TRUE
"199","413-NW",682,"meters",-113.110275,57.323272,TRUE
"200","414-NW",737,"meters",-112.846794,57.294983,TRUE
"201","474-NW",519,"meters",-112.872215,56.952861,TRUE
"202","514-NW",501,"meters",-110.065025,56.463573,TRUE
"203","543-NW",455,"meters",-110.807022,56.367294,TRUE
"204","574-NW",582,"meters",-110.90043,56.174919,TRUE
"205","576-NW",468,"meters",-110.32367,56.107593,TRUE
"206","633-NW",575,"meters",-112.23922,55.970794,TRUE
"207","665-NW",638,"meters",-112.317108,55.799694,TRUE
"208","793-NW",578,"meters",-111.73012,54.976463,TRUE
"209","794-NW",762,"meters",-111.336494,54.970066,TRUE
"210","823-NW",572,"meters",-112.384628,54.883815,TRUE
"211","825-NW",641,"meters",-111.665276,54.811954,TRUE
"212","989-NW",589,"meters",-111.749352,53.857868,TRUE
"213","990-NW",640,"meters",-111.464218,53.872203,TRUE
"214","991-NW",613,"meters",-111.167091,53.823879,TRUE
"215","1023-NW",657,"meters",-111.449608,53.671288,TRUE
"216","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"217","234-NW",245,"meters",-113.046516,58.418022,TRUE
"218","265-NW",361,"meters",-112.842941,58.207672,TRUE
"219","2-NW",193,"meters",-112.202679,59.970813,TRUE
"220","329-NW",266,"meters",-111.269035,57.668869,TRUE
"221","34-NW",239,"meters",-111.939857,59.565719,TRUE
"222","389-NW",367,"meters",-111.113747,57.299912,TRUE
"223","413-NW",682,"meters",-113.110275,57.323272,TRUE
"224","443-NW",636,"meters",-113.191315,57.134647,TRUE
"225","514-NW",501,"meters",-110.065025,56.463573,TRUE
"226","544-NW",469,"meters",-110.536407,56.315376,TRUE
"227","574-NW",582,"meters",-110.90043,56.174919,TRUE
"228","576-NW",468,"meters",-110.32367,56.107593,TRUE
"229","600-NW",479,"meters",-112.548492,56.176391,TRUE
"230","633-NW",575,"meters",-112.23922,55.970794,TRUE
"231","857-NW",595,"meters",-111.759758,54.640964,TRUE
"232","990-NW",640,"meters",-111.464218,53.872203,TRUE
"233","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"234","1057-NW",673,"meters",-111.518913,53.477196,TRUE
"235","13-NW",259,"meters",-112.579437,59.869964,TRUE
"236","14-NW",251,"meters",-112.230896,59.796966,TRUE
"237","234-NW",245,"meters",-113.046516,58.418022,TRUE
"238","235-NW",222,"meters",-112.75727,58.367568,TRUE
"239","265-NW",361,"meters",-112.842941,58.207672,TRUE
"240","296-NW",701,"meters",-112.561646,57.981269,TRUE
"241","329-NW",266,"meters",-111.269035,57.668869,TRUE
"242","413-NW",682,"meters",-113.110275,57.323272,TRUE
"243","474-NW",519,"meters",-112.872215,56.952861,TRUE
"244","543-NW",455,"meters",-110.807022,56.367294,TRUE
"245","632-NW",502,"meters",-112.605103,55.979862,TRUE
"246","633-NW",575,"meters",-112.23922,55.970794,TRUE
"247","663-NW",559,"meters",-113.027748,55.847248,TRUE
"248","791-NW",575,"meters",-112.233109,55.034576,TRUE
"249","823-NW",572,"meters",-112.384628,54.883815,TRUE
"250","855-NW",594,"meters",-112.363113,54.682022,TRUE
"251","599-NW",566,"meters",-112.856621,56.223064,TRUE
"252","1022-NW",611,"meters",-111.788589,53.676139,TRUE
"253","1056-NW",656,"meters",-111.814735,53.557827,TRUE
"254","1058-NW",658,"meters",-111.241508,53.439002,TRUE
"255","14-NW",251,"meters",-112.230896,59.796966,TRUE
"256","236-NW",220,"meters",-112.436066,58.374332,TRUE
"257","265-NW",361,"meters",-112.842941,58.207672,TRUE
"258","2-NW",193,"meters",-112.202679,59.970813,TRUE
"259","359-NW",328,"meters",-111.054222,57.454883,TRUE
"260","390-NW",577,"meters",-110.721565,57.268985,TRUE
"261","443-NW",636,"meters",-113.191315,57.134647,TRUE
"262","472-NW",604,"meters",-113.571747,56.993167,TRUE
"263","512-NW",455,"meters",-110.742599,56.56314,TRUE
"264","601-NW",553,"meters",-112.27784,56.145565,TRUE
"265","632-NW",502,"meters",-112.605103,55.979862,TRUE
"266","663-NW",559,"meters",-113.027748,55.847248,TRUE
"267","825-NW",641,"meters",-111.665276,54.811954,TRUE
"268","855-NW",594,"meters",-112.363113,54.682022,TRUE
"269","857-NW",595,"meters",-111.759758,54.640964,TRUE
"270","990-NW",640,"meters",-111.464218,53.872203,TRUE
"271","1023-NW",657,"meters",-111.449608,53.671288,TRUE
"272","1058-NW",658,"meters",-111.241508,53.439002,TRUE
"273","235-NW",222,"meters",-112.75727,58.367568,TRUE
"274","265-NW",361,"meters",-112.842941,58.207672,TRUE
"275","295-NW",648,"meters",-112.838333,58.05516,TRUE
"276","331-NW",362,"meters",-110.613266,57.633213,TRUE
"277","34-NW",239,"meters",-111.939857,59.565719,TRUE
"278","388-NW",310,"meters",-111.48172,57.341125,TRUE
"279","3-NW",214,"meters",-111.849083,59.94268,TRUE
"280","442-NW",766,"meters",-113.577225,57.201564,TRUE
"281","443-NW",636,"meters",-113.191315,57.134647,TRUE
"282","444-NW",537,"meters",-112.87368,57.164497,TRUE
"283","472-NW",604,"meters",-113.571747,56.993167,TRUE
"284","474-NW",519,"meters",-112.872215,56.952861,TRUE
"285","512-NW",455,"meters",-110.742599,56.56314,TRUE
"286","576-NW",468,"meters",-110.32367,56.107593,TRUE
"287","664-NW",532,"meters",-112.605179,55.852993,TRUE
"288","792-NW",580,"meters",-112.013039,55.026519,TRUE
"289","794-NW",762,"meters",-111.336494,54.970066,TRUE
"290","855-NW",594,"meters",-112.363113,54.682022,TRUE
"291","990-NW",640,"meters",-111.464218,53.872203,TRUE
"292","1023-NW",657,"meters",-111.449608,53.671288,TRUE
"293","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"294","1058-NW",658,"meters",-111.241508,53.439002,TRUE
"295","13-NW",259,"meters",-112.579437,59.869964,TRUE
"296","15-NW",215,"meters",-111.907753,59.783935,TRUE
"297","1-NW",330,"meters",-110.282402,59.943126,TRUE
"298","2-NW",193,"meters",-112.202679,59.970813,TRUE
"299","331-NW",362,"meters",-110.613266,57.633213,TRUE
"300","33-NW",285,"meters",-112.275978,59.646675,TRUE
"301","34-NW",239,"meters",-111.939857,59.565719,TRUE
"302","360-NW",413,"meters",-110.709099,57.468082,TRUE
"303","412-NW",789,"meters",-113.492157,57.38126,TRUE
"304","414-NW",737,"meters",-112.846794,57.294983,TRUE
"305","442-NW",766,"meters",-113.577225,57.201564,TRUE
"306","473-NW",539,"meters",-113.249763,57.02507,TRUE
"307","575-NW",447,"meters",-110.594681,56.109256,TRUE
"308","576-NW",468,"meters",-110.32367,56.107593,TRUE
"309","600-NW",479,"meters",-112.548492,56.176391,TRUE
"310","601-NW",553,"meters",-112.27784,56.145565,TRUE
"311","663-NW",559,"meters",-113.027748,55.847248,TRUE
"312","792-NW",580,"meters",-112.013039,55.026519,TRUE
"313","825-NW",641,"meters",-111.665276,54.811954,TRUE
"314","856-NW",580,"meters",-112.058853,54.65763,TRUE
"315","1023-NW",657,"meters",-111.449608,53.671288,TRUE
"316","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"317","1056-NW",656,"meters",-111.814735,53.557827,TRUE
"318","1057-NW",673,"meters",-111.518913,53.477196,TRUE
"319","1058-NW",658,"meters",-111.241508,53.439002,TRUE
"320","13-NW",259,"meters",-112.579437,59.869964,TRUE
"321","15-NW",215,"meters",-111.907753,59.783935,TRUE
"322","294-NW",473,"meters",-113.233276,58.088268,TRUE
"323","295-NW",648,"meters",-112.838333,58.05516,TRUE
"324","296-NW",701,"meters",-112.561646,57.981269,TRUE
"325","331-NW",362,"meters",-110.613266,57.633213,TRUE
"326","33-NW",285,"meters",-112.275978,59.646675,TRUE
"327","3-NW",214,"meters",-111.849083,59.94268,TRUE
"328","414-NW",737,"meters",-112.846794,57.294983,TRUE
"329","442-NW",766,"meters",-113.577225,57.201564,TRUE
"330","444-NW",537,"meters",-112.87368,57.164497,TRUE
"331","543-NW",455,"meters",-110.807022,56.367294,TRUE
"332","574-NW",582,"meters",-110.90043,56.174919,TRUE
"333","575-NW",447,"meters",-110.594681,56.109256,TRUE
"334","600-NW",479,"meters",-112.548492,56.176391,TRUE
"335","601-NW",553,"meters",-112.27784,56.145565,TRUE
"336","632-NW",502,"meters",-112.605103,55.979862,TRUE
"337","663-NW",559,"meters",-113.027748,55.847248,TRUE
"338","793-NW",578,"meters",-111.73012,54.976463,TRUE
"339","234-NW",245,"meters",-113.046516,58.418022,TRUE
"340","265-NW",361,"meters",-112.842941,58.207672,TRUE
"341","295-NW",648,"meters",-112.838333,58.05516,TRUE
"342","331-NW",362,"meters",-110.613266,57.633213,TRUE
"343","33-NW",285,"meters",-112.275978,59.646675,TRUE
"344","358-NW",296,"meters",-111.375656,57.497894,TRUE
"345","412-NW",789,"meters",-113.492157,57.38126,TRUE
"346","414-NW",737,"meters",-112.846794,57.294983,TRUE
"347","443-NW",636,"meters",-113.191315,57.134647,TRUE
"348","444-NW",537,"meters",-112.87368,57.164497,TRUE
"349","544-NW",469,"meters",-110.536407,56.315376,TRUE
"350","575-NW",447,"meters",-110.594681,56.109256,TRUE
"351","576-NW",468,"meters",-110.32367,56.107593,TRUE
"352","632-NW",502,"meters",-112.605103,55.979862,TRUE
"353","665-NW",638,"meters",-112.317108,55.799694,TRUE
"354","791-NW",575,"meters",-112.233109,55.034576,TRUE
"355","794-NW",762,"meters",-111.336494,54.970066,TRUE
"356","855-NW",594,"meters",-112.363113,54.682022,TRUE
"357","857-NW",595,"meters",-111.759758,54.640964,TRUE
"358","990-NW",640,"meters",-111.464218,53.872203,TRUE
"359","991-NW",613,"meters",-111.167091,53.823879,TRUE
"360","599-NW",566,"meters",-112.856621,56.223064,TRUE
"361","1022-NW",611,"meters",-111.788589,53.676139,TRUE
"362","13-NW",259,"meters",-112.579437,59.869964,TRUE
"363","14-NW",251,"meters",-112.230896,59.796966,TRUE
"364","1-NW",330,"meters",-110.282402,59.943126,TRUE
"365","234-NW",245,"meters",-113.046516,58.418022,TRUE
"366","235-NW",222,"meters",-112.75727,58.367568,TRUE
"367","266-NW",389,"meters",-112.512741,58.205688,TRUE
"368","331-NW",362,"meters",-110.613266,57.633213,TRUE
"369","33-NW",285,"meters",-112.275978,59.646675,TRUE
"370","413-NW",682,"meters",-113.110275,57.323272,TRUE
"371","472-NW",604,"meters",-113.571747,56.993167,TRUE
"372","514-NW",501,"meters",-110.065025,56.463573,TRUE
"373","544-NW",469,"meters",-110.536407,56.315376,TRUE
"374","575-NW",447,"meters",-110.594681,56.109256,TRUE
"375","601-NW",553,"meters",-112.27784,56.145565,TRUE
"376","632-NW",502,"meters",-112.605103,55.979862,TRUE
"377","663-NW",559,"meters",-113.027748,55.847248,TRUE
"378","793-NW",578,"meters",-111.73012,54.976463,TRUE
"379","989-NW",589,"meters",-111.749352,53.857868,TRUE
"380","990-NW",640,"meters",-111.464218,53.872203,TRUE
"381","599-NW",566,"meters",-112.856621,56.223064,TRUE
"382","1022-NW",611,"meters",-111.788589,53.676139,TRUE
"383","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"384","13-NW",259,"meters",-112.579437,59.869964,TRUE
"385","14-NW",251,"meters",-112.230896,59.796966,TRUE
"386","15-NW",215,"meters",-111.907753,59.783935,TRUE
"387","236-NW",220,"meters",-112.436066,58.374332,TRUE
"388","266-NW",389,"meters",-112.512741,58.205688,TRUE
"389","2-NW",193,"meters",-112.202679,59.970813,TRUE
"390","388-NW",310,"meters",-111.48172,57.341125,TRUE
"391","413-NW",682,"meters",-113.110275,57.323272,TRUE
"392","472-NW",604,"meters",-113.571747,56.993167,TRUE
"393","473-NW",539,"meters",-113.249763,57.02507,TRUE
"394","543-NW",455,"meters",-110.807022,56.367294,TRUE
"395","544-NW",469,"meters",-110.536407,56.315376,TRUE
"396","792-NW",580,"meters",-112.013039,55.026519,TRUE
"397","823-NW",572,"meters",-112.384628,54.883815,TRUE
"398","991-NW",613,"meters",-111.167091,53.823879,TRUE
"399","1022-NW",611,"meters",-111.788589,53.676139,TRUE
"400","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"401","15-NW",215,"meters",-111.907753,59.783935,TRUE
"402","235-NW",222,"meters",-112.75727,58.367568,TRUE
"403","236-NW",220,"meters",-112.436066,58.374332,TRUE
"404","295-NW",648,"meters",-112.838333,58.05516,TRUE
"405","296-NW",701,"meters",-112.561646,57.981269,TRUE
"406","329-NW",266,"meters",-111.269035,57.668869,TRUE
"407","32-NW",275,"meters",-112.604416,59.677497,TRUE
"408","389-NW",367,"meters",-111.113747,57.299912,TRUE
"409","390-NW",577,"meters",-110.721565,57.268985,TRUE
"410","3-NW",214,"meters",-111.849083,59.94268,TRUE
"411","442-NW",766,"meters",-113.577225,57.201564,TRUE
"412","444-NW",537,"meters",-112.87368,57.164497,TRUE
"413","472-NW",604,"meters",-113.571747,56.993167,TRUE
"414","514-NW",501,"meters",-110.065025,56.463573,TRUE
"415","544-NW",469,"meters",-110.536407,56.315376,TRUE
"416","600-NW",479,"meters",-112.548492,56.176391,TRUE
"417","601-NW",553,"meters",-112.27784,56.145565,TRUE
"418","633-NW",575,"meters",-112.23922,55.970794,TRUE
"419","665-NW",638,"meters",-112.317108,55.799694,TRUE
"420","989-NW",589,"meters",-111.749352,53.857868,TRUE
"421","990-NW",640,"meters",-111.464218,53.872203,TRUE
"422","991-NW",613,"meters",-111.167091,53.823879,TRUE
"423","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"424","1057-NW",673,"meters",-111.518913,53.477196,TRUE
"425","13-NW",259,"meters",-112.579437,59.869964,TRUE
"426","15-NW",215,"meters",-111.907753,59.783935,TRUE
"427","266-NW",389,"meters",-112.512741,58.205688,TRUE
"428","2-NW",193,"meters",-112.202679,59.970813,TRUE
"429","329-NW",266,"meters",-111.269035,57.668869,TRUE
"430","32-NW",275,"meters",-112.604416,59.677497,TRUE
"431","360-NW",413,"meters",-110.709099,57.468082,TRUE
"432","389-NW",367,"meters",-111.113747,57.299912,TRUE
"433","390-NW",577,"meters",-110.721565,57.268985,TRUE
"434","414-NW",737,"meters",-112.846794,57.294983,TRUE
"435","444-NW",537,"meters",-112.87368,57.164497,TRUE
"436","512-NW",455,"meters",-110.742599,56.56314,TRUE
"437","576-NW",468,"meters",-110.32367,56.107593,TRUE
"438","600-NW",479,"meters",-112.548492,56.176391,TRUE
"439","601-NW",553,"meters",-112.27784,56.145565,TRUE
"440","791-NW",575,"meters",-112.233109,55.034576,TRUE
"441","856-NW",580,"meters",-112.058853,54.65763,TRUE
"442","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"443","1057-NW",673,"meters",-111.518913,53.477196,TRUE
"444","1058-NW",658,"meters",-111.241508,53.439002,TRUE
"445","266-NW",389,"meters",-112.512741,58.205688,TRUE
"446","32-NW",275,"meters",-112.604416,59.677497,TRUE
"447","358-NW",296,"meters",-111.375656,57.497894,TRUE
"448","412-NW",789,"meters",-113.492157,57.38126,TRUE
"449","473-NW",539,"meters",-113.249763,57.02507,TRUE
"450","512-NW",455,"meters",-110.742599,56.56314,TRUE
"451","574-NW",582,"meters",-110.90043,56.174919,TRUE
"452","575-NW",447,"meters",-110.594681,56.109256,TRUE
"453","601-NW",553,"meters",-112.27784,56.145565,TRUE
"454","632-NW",502,"meters",-112.605103,55.979862,TRUE
"455","793-NW",578,"meters",-111.73012,54.976463,TRUE
"456","794-NW",762,"meters",-111.336494,54.970066,TRUE
"457","825-NW",641,"meters",-111.665276,54.811954,TRUE
"458","855-NW",594,"meters",-112.363113,54.682022,TRUE
"459","989-NW",589,"meters",-111.749352,53.857868,TRUE
"460","1024-NW",616,"meters",-111.22509,53.639076,TRUE
"461","1056-NW",656,"meters",-111.814735,53.557827,TRUE
"462","235-NW",222,"meters",-112.75727,58.367568,TRUE
"463","295-NW",648,"meters",-112.838333,58.05516,TRUE
"464","329-NW",266,"meters",-111.269035,57.668869,TRUE
