location,latitude,longitude,recording_date,PIWO,PIWOdrum,PIWOcall,drum_rate,hour,TSSR,julian,elevation,snowcover,daily_min_temp,daily_max_temp,daily_mean_temp,daily_precipitation_mm,azimuth,NormalTemp,NormDev,Greenup,MidGUP,GUPpeak,Forest Type
AM-423-NW,55.818921,-110.5829,5/17/2015 0:00,0,0,0,0,0,-5.138611111,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 0:00,0,0,0,0,0,-5.165277778,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 1:00,0,0,0,0,1,-4.138611111,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 1:00,0,0,0,0,1,-4.165277778,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 3:00,0,0,0,0,3,-2.138611111,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 3:00,0,0,0,0,3,-2.165277778,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 4:00,0,0,0,0,4,-1.138611111,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 4:00,0,0,0,0,4,-1.165277778,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 5:00,0,0,0,0,5,-0.138611111,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 5:00,0,0,0,0,5,-0.165277778,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 6:00,0,0,0,0,6,0.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 6:00,1,1,0,1,6,0.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 7:00,1,1,0,1,7,1.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 7:00,0,0,0,0,7,1.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 8:00,0,0,0,0,8,2.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 8:00,0,0,0,0,8,2.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 9:00,0,0,0,0,9,3.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 9:00,0,0,0,0,9,3.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 10:00,0,0,0,0,10,4.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 10:00,0,0,0,0,10,4.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 11:00,0,0,0,0,11,5.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 11:00,0,0,0,0,11,5.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 12:00,0,0,0,0,12,6.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 12:00,0,0,0,0,12,6.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 13:00,0,0,0,0,13,7.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 13:00,0,0,0,0,13,7.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 14:00,0,0,0,0,14,8.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 14:00,0,0,0,0,14,8.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 15:00,0,0,0,0,15,9.861388889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 15:00,0,0,0,0,15,9.834722222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 16:00,0,0,0,0,16,10.86138889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 16:00,0,0,0,0,16,10.83472222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 17:00,0,0,0,0,17,11.86138889,137,529,0.723632813,-3.4,15.1,5.9,0,1.479853451,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 17:00,0,0,0,0,17,11.83472222,137,641,0.828125,-3.4,15.1,5.9,0,1.470506865,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 18:00,0,0,0,0,18,-11.10972222,137,529,0.723632813,-3.4,15.1,5.9,0,1.482390783,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 18:00,0,0,0,0,18,-11.13638889,137,641,0.828125,-3.4,15.1,5.9,0,1.473040885,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 19:00,0,0,0,0,19,-10.10972222,137,529,0.723632813,-3.4,15.1,5.9,0,1.482390783,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 19:00,0,0,0,0,19,-10.13638889,137,641,0.828125,-3.4,15.1,5.9,0,1.473040885,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 20:00,0,0,0,0,20,-9.109722222,137,529,0.723632813,-3.4,15.1,5.9,0,1.482390783,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 20:00,0,0,0,0,20,-9.136388889,137,641,0.828125,-3.4,15.1,5.9,0,1.473040885,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 21:00,0,0,0,0,21,-8.109722222,137,529,0.723632813,-3.4,15.1,5.9,0,1.482390783,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 21:00,0,0,0,0,21,-8.136388889,137,641,0.828125,-3.4,15.1,5.9,0,1.473040885,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 22:00,0,0,0,0,22,-7.109722222,137,529,0.723632813,-3.4,15.1,5.9,0,1.482390783,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 22:00,0,0,0,0,22,-7.136388889,137,641,0.828125,-3.4,15.1,5.9,0,1.473040885,10,-4.1,93,119,185,Conif
AM-423-NW,55.818921,-110.5829,5/17/2015 23:00,0,0,0,0,23,-6.109722222,137,529,0.723632813,-3.4,15.1,5.9,0,1.482390783,10.7,-4.8,97,144,207,Conif
AM-425-NE,55.931393,-111.142482,5/17/2015 23:00,0,0,0,0,23,-6.136388889,137,641,0.828125,-3.4,15.1,5.9,0,1.473040885,10,-4.1,93,119,185,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 0:00,0,0,0,0,0,-5.098888889,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 1:00,0,0,0,0,1,-4.098888889,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 2:00,0,0,0,0,2,-3.098888889,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 3:00,0,0,0,0,3,-2.098888889,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 4:00,0,0,0,0,4,-1.098888889,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 5:00,0,0,0,0,5,-0.098888889,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 6:00,0,0,0,0,6,0.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 7:00,0,0,0,0,7,1.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 8:00,0,0,0,0,8,2.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 9:00,0,0,0,0,9,3.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 10:00,0,0,0,0,10,4.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 11:00,0,0,0,0,11,5.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 12:00,0,0,0,0,12,6.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 13:00,0,0,0,0,13,7.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 14:00,0,0,0,0,14,8.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 15:00,0,0,0,0,15,9.901111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 16:00,0,0,0,0,16,10.90111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 17:00,0,0,0,0,17,11.90111111,138,468,0.723632813,-1.8,21.6,9.9,0,1.482662445,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 18:00,1,1,0,1,18,-11.07055556,138,468,0.723632813,-1.8,21.6,9.9,0,1.485104212,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 19:00,0,0,0,0,19,-10.07055556,138,468,0.723632813,-1.8,21.6,9.9,0,1.485104212,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 20:00,0,0,0,0,20,-9.070555556,138,468,0.723632813,-1.8,21.6,9.9,0,1.485104212,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 21:00,0,0,0,0,21,-8.070555556,138,468,0.723632813,-1.8,21.6,9.9,0,1.485104212,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 22:00,0,0,0,0,22,-7.070555556,138,468,0.723632813,-1.8,21.6,9.9,0,1.485104212,10.6,-0.7,109,148,194,Conif
AM-426-NE,55.891998,-110.521149,5/18/2015 23:00,0,0,0,0,23,-6.070555556,138,468,0.723632813,-1.8,21.6,9.9,0,1.485104212,10.6,-0.7,109,148,194,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 0:00,0,0,0,0,0,-5.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 0:00,0,0,0,0,0,-5.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 1:00,0,0,0,0,1,-4.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 1:00,0,0,0,0,1,-4.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 2:00,0,0,0,0,2,-3.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 2:00,0,0,0,0,2,-3.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 3:00,0,0,0,0,3,-2.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 3:00,0,0,0,0,3,-2.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 4:00,0,0,0,0,4,-1.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 4:00,0,0,0,0,4,-1.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 5:00,1,1,0,1,5,-0.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 5:00,1,1,0,2,5,-0.046388889,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 6:00,0,0,0,0,6,0.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 6:00,0,0,0,0,6,0.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 7:00,0,0,0,0,7,1.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 7:00,0,0,0,0,7,1.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 8:00,0,0,0,0,8,2.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 8:00,0,0,0,0,8,2.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 9:00,0,0,0,0,9,3.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 9:00,0,0,0,0,9,3.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 10:00,0,0,0,0,10,4.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 10:00,0,0,0,0,10,4.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 11:00,0,0,0,0,11,5.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 11:00,0,0,0,0,11,5.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 12:00,0,0,0,0,12,6.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 12:00,0,0,0,0,12,6.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 13:00,0,0,0,0,13,7.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 13:00,0,0,0,0,13,7.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 14:00,0,0,0,0,14,8.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 14:00,0,0,0,0,14,8.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 15:00,0,0,0,0,15,9.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 15:00,0,0,0,0,15,9.953611111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 16:00,0,0,0,0,16,10.95361111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 16:00,0,0,0,0,16,10.95361111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 17:00,0,0,0,0,17,11.95361111,144,570,0.989257813,9,26.5,17.8,0,1.512201618,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 17:00,0,0,0,0,17,11.95361111,144,570,0.989257813,9,26.5,17.8,0,1.512129581,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 18:00,0,0,0,0,18,-11.02444444,144,570,0.989257813,9,26.5,17.8,0,1.514166704,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 18:00,0,0,0,0,18,-11.02444444,144,570,0.989257813,9,26.5,17.8,0,1.514094556,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 19:00,0,0,0,0,19,-10.02444444,144,570,0.989257813,9,26.5,17.8,0,1.514166704,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 19:00,0,0,0,0,19,-10.02444444,144,570,0.989257813,9,26.5,17.8,0,1.514094556,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 20:00,0,0,0,0,20,-9.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514166704,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 20:00,0,0,0,0,20,-9.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514094556,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 21:00,0,0,0,0,21,-8.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514166704,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 21:00,0,0,0,0,21,-8.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514094556,12.2,5.6,128,147,184,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 22:00,0,0,0,0,22,-7.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514166704,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 22:00,0,0,0,0,22,-7.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514094556,12.2,5.6,128,147,184,Conif
OG-4-12-D,54.611714,-110.224531,5/24/2015 22:05,0,0,0,0,22,-6.937222222,144,570,0.989257813,NA,NA,NA,NA,1.5141099,12.2,NA,122,146,186,Conif
OG-4-12-A,54.605549,-110.224571,5/24/2015 23:00,0,0,0,0,23,-6.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514166704,12.2,5.6,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/24/2015 23:00,0,0,0,0,23,-6.024444444,144,570,0.989257813,9,26.5,17.8,0,1.514094556,12.2,5.6,128,147,184,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 0:00,0,0,0,0,0,-4.937777778,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 1:00,0,0,0,0,1,-3.937777778,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 2:00,0,0,0,0,2,-2.937777778,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 3:00,0,0,0,0,3,-1.937777778,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 4:00,0,0,0,0,4,-0.937777778,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 5:00,0,0,0,0,5,0.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 6:00,0,0,0,0,6,1.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 7:00,0,0,0,0,7,2.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 8:00,0,0,0,0,8,3.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 10:00,0,0,0,0,10,5.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 11:00,0,0,0,0,11,6.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 12:00,0,0,0,0,12,7.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 14:00,0,0,0,0,14,9.062222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 15:00,0,0,0,0,15,10.06222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 16:00,0,0,0,0,16,11.06222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 17:00,0,0,0,0,17,12.06222222,147,653,0.84375,4.6,20.3,12.5,3.5,1.500528896,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 20:00,0,0,0,0,20,-8.916944444,147,653,0.84375,4.6,20.3,12.5,3.5,1.502154375,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 21:00,0,0,0,0,21,-7.916944444,147,653,0.84375,4.6,20.3,12.5,3.5,1.502154375,12.1,0.4,125,147,186,Conif
BG-4-56,55.460208,-110.850888,5/27/2015 22:00,0,0,0,0,22,-6.916944444,147,653,0.84375,4.6,20.3,12.5,3.5,1.502154375,12.1,0.4,125,147,186,Conif
OG-4-12-A,54.605549,-110.224571,5/30/2015 0:00,0,0,0,0,0,-4.925277778,150,570,0.989257813,4.5,18.9,11.7,0,1.522526456,12.5,-0.8,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/30/2015 0:00,0,0,0,0,0,-4.925277778,150,570,0.989257813,4.5,18.9,11.7,0,1.522453775,12.5,-0.8,128,147,184,Conif
OG-4-12-D,54.611714,-110.224531,5/30/2015 0:00,0,0,0,0,0,-4.924444444,150,570,0.989257813,4.5,18.9,11.7,0,1.522467819,12.5,-0.8,122,146,186,Conif
OG-4-12-A,54.605549,-110.224571,5/30/2015 1:00,0,0,0,0,1,-3.925277778,150,570,0.989257813,4.5,18.9,11.7,0,1.522526456,12.5,-0.8,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/30/2015 1:00,0,0,0,0,1,-3.925277778,150,570,0.989257813,4.5,18.9,11.7,0,1.522453775,12.5,-0.8,128,147,184,Conif
OG-4-12-D,54.611714,-110.224531,5/30/2015 1:00,0,0,0,0,1,-3.924444444,150,570,0.989257813,4.5,18.9,11.7,0,1.522467819,12.5,-0.8,122,146,186,Conif
OG-4-12-A,54.605549,-110.224571,5/30/2015 2:00,0,0,0,0,2,-2.925277778,150,570,0.989257813,4.5,18.9,11.7,0,1.522526456,12.5,-0.8,126,147,188,Conif
OG-4-12-C,54.607782,-110.228105,5/30/2015 2:00,0,0,0,0,2,-2.925277778,150,570,0.989257813,4.5,18.9,11.7,0,1.522453775,12.5,-0.8,128,147,184,Conif
